Date,AAPL,F,INTC,PFE,T
2007-08-21,3.9062161445617676,5.341866493225098,15.63352108001709,12.94473648071289,17.320253372192383
2007-08-22,4.057480812072754,5.294653415679932,15.803678512573242,13.163689613342285,17.7806396484375
2007-08-23,4.013387203216553,5.227203845977783,15.856024742126465,13.147668838500977,17.923664093017578
2007-08-24,4.142910957336426,5.328376293182373,16.222482681274414,13.211750984191895,18.039884567260742
2007-08-27,4.0495195388793945,5.260929107666016,15.999985694885254,13.222432136535645,17.923664093017578
2007-08-28,3.8832530975341797,5.065329551696777,15.679338455200195,13.067564964294434,17.338130950927734
2007-08-29,4.105554103851318,5.206969261169434,16.418807983398438,13.174368858337402,17.968366622924805
2007-08-30,4.172000408172607,5.173246383666992,16.54314613342285,13.110284805297852,17.77169418334961
2007-08-31,4.240283489227295,5.267673015594482,16.8507080078125,13.265152931213379,17.820859909057617
2007-09-04,4.414206504821777,5.3890790939331055,17.132097244262695,13.393318176269531,18.00412368774414
2007-09-05,4.187615394592285,5.240694999694824,17.00775909423828,13.19572925567627,17.758285522460938
2007-09-06,4.134032249450684,5.247439384460449,17.112464904785156,13.147668838500977,17.76275062561035
2007-09-07,4.034821033477783,5.0720744132995605,16.66747283935547,12.950074195861816,17.311315536499023
2007-09-10,4.186085224151611,5.0720744132995605,16.588943481445312,12.795207977294922,17.33365821838379
2007-09-11,4.14872932434082,5.112544059753418,16.791810989379883,12.918035507202148,17.794044494628906
2007-09-12,4.190371513366699,5.058585166931152,16.660934448242188,12.918035507202148,17.816402435302734
2007-09-13,4.201088905334473,5.341866493225098,16.588943481445312,12.939395904541016,18.2231388092041
2007-09-14,4.250387191772461,5.416057109832764,16.314104080200195,12.971439361572266,18.075641632080078
2007-09-17,4.2381391525268555,5.58467960357666,16.261751174926758,12.885993003845215,17.87897300720215
2007-09-18,4.314993858337402,5.679104804992676,16.628211975097656,13.104941368103027,18.249956130981445
2007-09-19,4.310404300689697,5.665614604949951,16.80489730834961,13.286516189575195,18.585187911987305
2007-09-20,4.2963175773620605,5.564443111419678,16.88996124267578,13.09426498413086,18.786325454711914
2007-09-21,4.413901329040527,5.550952434539795,16.92923927307129,13.131646156311035,19.009815216064453
2007-09-24,4.5403618812561035,5.719573497772217,17.0012149810791,13.040860176086426,18.893598556518555
2007-09-25,4.690399646759033,5.625147342681885,16.94232177734375,12.94473648071289,19.027692794799805
2007-09-26,4.677846431732178,5.9893670082092285,16.95541000366211,13.12630558013916,19.143898010253906
2007-09-27,4.7308173179626465,5.82074499130249,16.85724449157715,13.217090606689453,19.143898010253906
2007-09-28,4.699277877807617,5.726318359375,16.922691345214844,13.046205520629883,18.911479949951172
2007-10-01,4.78715705871582,5.550952434539795,17.25643539428711,13.27049732208252,18.875717163085938
2007-10-02,4.8517680168151855,5.780276775360107,17.26297378540039,13.31855297088623,18.956174850463867
2007-10-03,4.8355393409729,5.685850143432617,16.88996124267578,13.393318176269531,18.737159729003906
2007-10-04,4.784097194671631,5.5711870193481445,16.752552032470703,13.510801315307617,18.768449783325195
2007-10-05,4.943628311157227,5.645380973815918,16.71328353881836,13.660334587097168,18.996097564697266
2007-10-08,5.1414361000061035,5.523974895477295,16.791810989379883,13.590907096862793,18.90142822265625
2007-10-09,5.1399030685424805,5.611656665802002,16.909603118896484,13.638962745666504,18.923967361450195
2007-10-10,5.10714054107666,5.550952434539795,16.935781478881836,13.638962745666504,18.820283889770508
2007-10-11,4.967511177062988,5.90842866897583,16.641300201416016,13.590907096862793,18.75717544555664
2007-10-12,5.121223449707031,6.205197334289551,16.71982765197754,13.489444732666016,19.063716888427734
2007-10-15,5.112957000732422,6.063556671142578,16.8507080078125,13.350598335266113,19.018634796142578
2007-10-16,5.192568778991699,5.921917915344238,16.67401885986328,13.153008460998535,18.851835250854492
2007-10-17,5.28963565826416,5.861212253570557,17.485471725463867,13.110284805297852,18.90142822265625
2007-10-18,5.312600612640381,5.90842866897583,17.64906883239746,13.104941368103027,18.847333908081055
2007-10-19,5.21829080581665,5.645380973815918,17.210622787475586,12.853954315185547,18.648990631103516
2007-10-22,5.338934898376465,5.625147342681885,17.433116912841797,12.827251434326172,18.558828353881836
2007-10-23,5.700253009796143,5.834234714508057,17.537824630737305,12.84327507019043,18.942005157470703
2007-10-24,5.693211078643799,5.793765544891357,17.020849227905273,12.805889129638672,18.730127334594727
2007-10-25,5.596755027770996,5.800510406494141,16.94232177734375,12.971439361572266,18.48219871520996
2007-10-26,5.655548095703125,5.847723484039307,16.975034713745117,12.98211669921875,18.689556121826172
2007-10-29,5.6674885749816895,5.915172100067139,17.1844482421875,13.088920593261719,18.815786361694336
2007-10-30,5.7259745597839355,5.935407638549805,17.19099235534668,13.056883811950684,18.66701889038086
2007-10-31,5.8163018226623535,5.982620716094971,17.60326385498047,13.142329216003418,18.83831787109375
2007-11-01,5.739446640014648,5.7330641746521,17.34150505065918,12.78986930847168,18.238773345947266
2007-11-02,5.752613067626953,6.03657865524292,17.537824630737305,12.640344619750977,18.220739364624023
2007-11-05,5.700866222381592,5.847723484039307,17.63836669921875,12.640344619750977,18.0494441986084
2007-11-06,5.872643947601318,5.82074499130249,18.065528869628906,12.779189109802246,18.0494441986084
2007-11-07,5.704540252685547,5.5576982498168945,17.677797317504883,12.606205940246582,17.427364349365234
2007-11-08,5.372923851013184,5.719573497772217,17.040348052978516,12.492685317993164,17.733896255493164
2007-11-09,5.063658237457275,5.530718803405762,16.527761459350586,12.341320991516113,17.670787811279297
2007-11-12,4.708160400390625,5.308142185211182,16.672334671020508,12.444032669067383,17.4228572845459
2007-11-13,5.204206943511963,5.395824432373047,17.178356170654297,12.730538368225098,17.963790893554688
2007-11-14,5.086318016052246,5.3823347091674805,16.987777709960938,12.762974739074707,17.733896255493164
2007-11-15,5.030895709991455,5.247439384460449,16.777488708496094,12.589985847473145,17.747419357299805
2007-11-16,5.094892978668213,5.193480491638184,16.764339447021484,12.64404582977295,17.828561782836914
2007-11-19,5.02017879486084,4.950669288635254,16.540903091430664,12.276456832885742,17.01714515686035
2007-11-20,5.170217514038086,4.88322114944458,16.770912170410156,12.281861305236816,17.143367767333984
2007-11-21,5.158276557922363,4.687623023986816,16.1860294342041,12.0818452835083,16.881912231445312
2007-11-23,5.252586364746094,4.849498271942139,16.475177764892578,12.422410011291504,16.963064193725586
2007-11-26,5.283205032348633,4.741579532623291,16.015169143676758,12.054816246032715,16.386045455932617
2007-11-27,5.3527140617370605,4.768559455871582,16.501468658447266,12.368354797363281,16.557350158691406
2007-11-28,5.518369674682617,4.964158058166504,17.211212158203125,12.671072959899902,16.904455184936523
2007-11-29,5.642993927001953,4.9169440269470215,17.30979347229004,12.757566452026367,17.143367767333984
2007-11-30,5.579608917236328,5.065329551696777,17.13892364501953,12.844060897827148,17.224515914916992
2007-12-03,5.47672700881958,4.8899664878845215,17.250640869140625,12.730538368225098,17.256057739257812
2007-12-04,5.505814552307129,4.701111793518066,17.290071487426758,12.687294960021973,17.066736221313477
2007-12-05,5.680044651031494,4.707857608795166,17.888090133666992,12.962983131408691,17.319177627563477
2007-12-06,5.8163018226623535,4.761814594268799,18.387537002563477,13.065693855285645,17.499488830566406
2007-12-07,5.949502468109131,4.761814594268799,18.22324562072754,13.19002628326416,17.341711044311523
2007-12-10,5.946746349334717,4.815773010253906,18.256103515625,13.173811912536621,17.084758758544922
2007-12-11,5.773129463195801,4.701111793518066,17.69751739501953,12.88189697265625,17.787986755371094
2007-12-12,5.844169616699219,4.761814594268799,17.927522659301758,12.871084213256836,18.8022518157959
2007-12-13,5.8738694190979,4.714601039886475,17.84866714477539,12.779186248779297,18.84282684326172
2007-12-14,5.829776287078857,4.647153854370117,17.276931762695312,12.48727798461914,18.545307159423828
2007-12-17,5.646360874176025,4.586450099945068,16.902341842651367,12.417004585266113,18.256811141967773
2007-12-18,5.602880001068115,4.59319543838501,17.027202606201172,12.633235931396484,18.30188751220703
2007-12-19,5.607167720794678,4.55947208404541,17.211212158203125,12.579174995422363,18.004371643066406
2007-12-20,5.732405662536621,4.579705238342285,17.355791091918945,12.55214786529541,18.148618698120117
2007-12-21,5.937559127807617,4.579705238342285,17.71723175048828,12.562960624694824,18.698572158813477
2007-12-24,6.087291717529297,4.5527262687683105,17.947235107421875,12.611613273620605,18.707592010498047
2007-12-26,6.091885089874268,4.647153854370117,18.03925132751465,12.541336059570312,19.068222045898438
2007-12-27,6.080249309539795,4.613430023193359,17.631793975830078,12.38997745513916,18.942005157470703
2007-12-28,6.118831157684326,4.519003391265869,17.585796356201172,12.379161834716797,19.131330490112305
2007-12-31,6.065246105194092,4.539236545562744,17.520078659057617,12.287267684936523,18.73464012145996
2008-01-02,5.966036796569824,4.451554775238037,16.659189224243164,12.384565353393555,18.48219871520996
2008-01-03,5.968791484832764,4.3503828048706055,16.212316513061523,12.530523300170898,18.657997131347656
